id,name,height,weight,types,abilities,base_stats,front_pic_link,back_pic_link
333,swablu,4,12,"['normal', 'flying']","['natural-cure', 'cloud-nine']","{'hp': 45, 'attack': 40, 'defense': 60, 'special-attack': 40, 'special-defense': 75, 'speed': 50}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/333.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/333.png
334,altaria,11,206,"['dragon', 'flying']","['natural-cure', 'cloud-nine']","{'hp': 75, 'attack': 70, 'defense': 90, 'special-attack': 70, 'special-defense': 105, 'speed': 80}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/334.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/334.png
335,zangoose,13,403,['normal'],"['immunity', 'toxic-boost']","{'hp': 73, 'attack': 115, 'defense': 60, 'special-attack': 60, 'special-defense': 60, 'speed': 90}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/335.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/335.png
336,seviper,27,525,['poison'],"['shed-skin', 'infiltrator']","{'hp': 73, 'attack': 100, 'defense': 60, 'special-attack': 100, 'special-defense': 60, 'speed': 65}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/336.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/336.png
337,lunatone,10,1680,"['rock', 'psychic']",['levitate'],"{'hp': 90, 'attack': 55, 'defense': 65, 'special-attack': 95, 'special-defense': 85, 'speed': 70}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/337.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/337.png
338,solrock,12,1540,"['rock', 'psychic']",['levitate'],"{'hp': 90, 'attack': 95, 'defense': 85, 'special-attack': 55, 'special-defense': 65, 'speed': 70}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/338.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/338.png
339,barboach,4,19,"['water', 'ground']","['oblivious', 'anticipation', 'hydration']","{'hp': 50, 'attack': 48, 'defense': 43, 'special-attack': 46, 'special-defense': 41, 'speed': 60}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/339.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/339.png
340,whiscash,9,236,"['water', 'ground']","['oblivious', 'anticipation', 'hydration']","{'hp': 110, 'attack': 78, 'defense': 73, 'special-attack': 76, 'special-defense': 71, 'speed': 60}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/340.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/340.png
341,corphish,6,115,['water'],"['hyper-cutter', 'shell-armor', 'adaptability']","{'hp': 43, 'attack': 80, 'defense': 65, 'special-attack': 50, 'special-defense': 35, 'speed': 35}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/341.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/341.png
342,crawdaunt,11,328,"['water', 'dark']","['hyper-cutter', 'shell-armor', 'adaptability']","{'hp': 63, 'attack': 120, 'defense': 85, 'special-attack': 90, 'special-defense': 55, 'speed': 55}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/342.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/342.png
343,baltoy,5,215,"['ground', 'psychic']",['levitate'],"{'hp': 40, 'attack': 40, 'defense': 55, 'special-attack': 40, 'special-defense': 70, 'speed': 55}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/343.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/343.png
344,claydol,15,1080,"['ground', 'psychic']",['levitate'],"{'hp': 60, 'attack': 70, 'defense': 105, 'special-attack': 70, 'special-defense': 120, 'speed': 75}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/344.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/344.png
345,lileep,10,238,"['rock', 'grass']","['suction-cups', 'storm-drain']","{'hp': 66, 'attack': 41, 'defense': 77, 'special-attack': 61, 'special-defense': 87, 'speed': 23}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/345.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/345.png
346,cradily,15,604,"['rock', 'grass']","['suction-cups', 'storm-drain']","{'hp': 86, 'attack': 81, 'defense': 97, 'special-attack': 81, 'special-defense': 107, 'speed': 43}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/346.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/346.png
347,anorith,7,125,"['rock', 'bug']","['battle-armor', 'swift-swim']","{'hp': 45, 'attack': 95, 'defense': 50, 'special-attack': 40, 'special-defense': 50, 'speed': 75}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/347.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/347.png
348,armaldo,15,682,"['rock', 'bug']","['battle-armor', 'swift-swim']","{'hp': 75, 'attack': 125, 'defense': 100, 'special-attack': 70, 'special-defense': 80, 'speed': 45}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/348.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/348.png
349,feebas,6,74,['water'],"['swift-swim', 'oblivious', 'adaptability']","{'hp': 20, 'attack': 15, 'defense': 20, 'special-attack': 10, 'special-defense': 55, 'speed': 80}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/349.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/349.png
350,milotic,62,1620,['water'],"['marvel-scale', 'competitive', 'cute-charm']","{'hp': 95, 'attack': 60, 'defense': 79, 'special-attack': 100, 'special-defense': 125, 'speed': 81}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/350.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/350.png
351,castform,3,8,['normal'],['forecast'],"{'hp': 70, 'attack': 70, 'defense': 70, 'special-attack': 70, 'special-defense': 70, 'speed': 70}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/351.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/351.png
352,kecleon,10,220,['normal'],"['color-change', 'protean']","{'hp': 60, 'attack': 90, 'defense': 70, 'special-attack': 60, 'special-defense': 120, 'speed': 40}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/352.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/352.png
353,shuppet,6,23,['ghost'],"['insomnia', 'frisk', 'cursed-body']","{'hp': 44, 'attack': 75, 'defense': 35, 'special-attack': 63, 'special-defense': 33, 'speed': 45}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/353.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/353.png
354,banette,11,125,['ghost'],"['insomnia', 'frisk', 'cursed-body']","{'hp': 64, 'attack': 115, 'defense': 65, 'special-attack': 83, 'special-defense': 63, 'speed': 65}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/354.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/354.png
355,duskull,8,150,['ghost'],"['levitate', 'frisk']","{'hp': 20, 'attack': 40, 'defense': 90, 'special-attack': 30, 'special-defense': 90, 'speed': 25}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/355.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/355.png
356,dusclops,16,306,['ghost'],"['pressure', 'frisk']","{'hp': 40, 'attack': 70, 'defense': 130, 'special-attack': 60, 'special-defense': 130, 'speed': 25}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/356.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/356.png
357,tropius,20,1000,"['grass', 'flying']","['chlorophyll', 'solar-power', 'harvest']","{'hp': 99, 'attack': 68, 'defense': 83, 'special-attack': 72, 'special-defense': 87, 'speed': 51}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/357.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/357.png
358,chimecho,6,10,['psychic'],['levitate'],"{'hp': 75, 'attack': 50, 'defense': 80, 'special-attack': 95, 'special-defense': 90, 'speed': 65}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/358.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/358.png
359,absol,12,470,['dark'],"['pressure', 'super-luck', 'justified']","{'hp': 65, 'attack': 130, 'defense': 60, 'special-attack': 75, 'special-defense': 60, 'speed': 75}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/359.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/359.png
360,wynaut,6,140,['psychic'],"['shadow-tag', 'telepathy']","{'hp': 95, 'attack': 23, 'defense': 48, 'special-attack': 23, 'special-defense': 48, 'speed': 23}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/360.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/360.png
361,snorunt,7,168,['ice'],"['inner-focus', 'ice-body', 'moody']","{'hp': 50, 'attack': 50, 'defense': 50, 'special-attack': 50, 'special-defense': 50, 'speed': 50}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/361.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/361.png
362,glalie,15,2565,['ice'],"['inner-focus', 'ice-body', 'moody']","{'hp': 80, 'attack': 80, 'defense': 80, 'special-attack': 80, 'special-defense': 80, 'speed': 80}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/362.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/362.png
363,spheal,8,395,"['ice', 'water']","['thick-fat', 'ice-body', 'oblivious']","{'hp': 70, 'attack': 40, 'defense': 50, 'special-attack': 55, 'special-defense': 50, 'speed': 25}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/363.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/363.png
364,sealeo,11,876,"['ice', 'water']","['thick-fat', 'ice-body', 'oblivious']","{'hp': 90, 'attack': 60, 'defense': 70, 'special-attack': 75, 'special-defense': 70, 'speed': 45}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/364.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/364.png
365,walrein,14,1506,"['ice', 'water']","['thick-fat', 'ice-body', 'oblivious']","{'hp': 110, 'attack': 80, 'defense': 90, 'special-attack': 95, 'special-defense': 90, 'speed': 65}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/365.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/365.png
366,clamperl,4,525,['water'],"['shell-armor', 'rattled']","{'hp': 35, 'attack': 64, 'defense': 85, 'special-attack': 74, 'special-defense': 55, 'speed': 32}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/366.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/366.png
367,huntail,17,270,['water'],"['swift-swim', 'water-veil']","{'hp': 55, 'attack': 104, 'defense': 105, 'special-attack': 94, 'special-defense': 75, 'speed': 52}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/367.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/367.png
368,gorebyss,18,226,['water'],"['swift-swim', 'hydration']","{'hp': 55, 'attack': 84, 'defense': 105, 'special-attack': 114, 'special-defense': 75, 'speed': 52}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/368.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/368.png
369,relicanth,10,234,"['water', 'rock']","['swift-swim', 'rock-head', 'sturdy']","{'hp': 100, 'attack': 90, 'defense': 130, 'special-attack': 45, 'special-defense': 65, 'speed': 55}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/369.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/369.png
370,luvdisc,6,87,['water'],"['swift-swim', 'hydration']","{'hp': 43, 'attack': 30, 'defense': 55, 'special-attack': 40, 'special-defense': 65, 'speed': 97}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/370.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/370.png
371,bagon,6,421,['dragon'],"['rock-head', 'sheer-force']","{'hp': 45, 'attack': 75, 'defense': 60, 'special-attack': 40, 'special-defense': 30, 'speed': 50}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/371.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/371.png
372,shelgon,11,1105,['dragon'],"['rock-head', 'overcoat']","{'hp': 65, 'attack': 95, 'defense': 100, 'special-attack': 60, 'special-defense': 50, 'speed': 50}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/372.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/372.png
373,salamence,15,1026,"['dragon', 'flying']","['intimidate', 'moxie']","{'hp': 95, 'attack': 135, 'defense': 80, 'special-attack': 110, 'special-defense': 80, 'speed': 100}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/373.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/373.png
374,beldum,6,952,"['steel', 'psychic']","['clear-body', 'light-metal']","{'hp': 40, 'attack': 55, 'defense': 80, 'special-attack': 35, 'special-defense': 60, 'speed': 30}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/374.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/374.png
375,metang,12,2025,"['steel', 'psychic']","['clear-body', 'light-metal']","{'hp': 60, 'attack': 75, 'defense': 100, 'special-attack': 55, 'special-defense': 80, 'speed': 50}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/375.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/375.png
376,metagross,16,5500,"['steel', 'psychic']","['clear-body', 'light-metal']","{'hp': 80, 'attack': 135, 'defense': 130, 'special-attack': 95, 'special-defense': 90, 'speed': 70}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/376.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/376.png
377,regirock,17,2300,['rock'],"['clear-body', 'sturdy']","{'hp': 80, 'attack': 100, 'defense': 200, 'special-attack': 50, 'special-defense': 100, 'speed': 50}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/377.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/377.png
378,regice,18,1750,['ice'],"['clear-body', 'ice-body']","{'hp': 80, 'attack': 50, 'defense': 100, 'special-attack': 100, 'special-defense': 200, 'speed': 50}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/378.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/378.png
379,registeel,19,2050,['steel'],"['clear-body', 'light-metal']","{'hp': 80, 'attack': 75, 'defense': 150, 'special-attack': 75, 'special-defense': 150, 'speed': 50}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/379.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/379.png
380,latias,14,400,"['dragon', 'psychic']",['levitate'],"{'hp': 80, 'attack': 80, 'defense': 90, 'special-attack': 110, 'special-defense': 130, 'speed': 110}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/380.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/380.png
381,latios,20,600,"['dragon', 'psychic']",['levitate'],"{'hp': 80, 'attack': 90, 'defense': 80, 'special-attack': 130, 'special-defense': 110, 'speed': 110}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/381.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/381.png
382,kyogre,45,3520,['water'],['drizzle'],"{'hp': 100, 'attack': 100, 'defense': 90, 'special-attack': 150, 'special-defense': 140, 'speed': 90}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/382.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/382.png
383,groudon,35,9500,['ground'],['drought'],"{'hp': 100, 'attack': 150, 'defense': 140, 'special-attack': 100, 'special-defense': 90, 'speed': 90}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/383.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/383.png
384,rayquaza,70,2065,"['dragon', 'flying']",['air-lock'],"{'hp': 105, 'attack': 150, 'defense': 90, 'special-attack': 150, 'special-defense': 90, 'speed': 95}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/384.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/384.png
385,jirachi,3,11,"['steel', 'psychic']",['serene-grace'],"{'hp': 100, 'attack': 100, 'defense': 100, 'special-attack': 100, 'special-defense': 100, 'speed': 100}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/385.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/385.png
386,deoxys-normal,17,608,['psychic'],['pressure'],"{'hp': 50, 'attack': 150, 'defense': 50, 'special-attack': 150, 'special-defense': 50, 'speed': 150}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/386.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/386.png
387,turtwig,4,102,['grass'],"['overgrow', 'shell-armor']","{'hp': 55, 'attack': 68, 'defense': 64, 'special-attack': 45, 'special-defense': 55, 'speed': 31}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/387.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/387.png
388,grotle,11,970,['grass'],"['overgrow', 'shell-armor']","{'hp': 75, 'attack': 89, 'defense': 85, 'special-attack': 55, 'special-defense': 65, 'speed': 36}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/388.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/388.png
389,torterra,22,3100,"['grass', 'ground']","['overgrow', 'shell-armor']","{'hp': 95, 'attack': 109, 'defense': 105, 'special-attack': 75, 'special-defense': 85, 'speed': 56}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/389.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/389.png
390,chimchar,5,62,['fire'],"['blaze', 'iron-fist']","{'hp': 44, 'attack': 58, 'defense': 44, 'special-attack': 58, 'special-defense': 44, 'speed': 61}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/390.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/390.png
391,monferno,9,220,"['fire', 'fighting']","['blaze', 'iron-fist']","{'hp': 64, 'attack': 78, 'defense': 52, 'special-attack': 78, 'special-defense': 52, 'speed': 81}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/391.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/391.png
392,infernape,12,550,"['fire', 'fighting']","['blaze', 'iron-fist']","{'hp': 76, 'attack': 104, 'defense': 71, 'special-attack': 104, 'special-defense': 71, 'speed': 108}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/392.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/392.png
393,piplup,4,52,['water'],"['torrent', 'competitive']","{'hp': 53, 'attack': 51, 'defense': 53, 'special-attack': 61, 'special-defense': 56, 'speed': 40}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/393.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/393.png
394,prinplup,8,230,['water'],"['torrent', 'competitive']","{'hp': 64, 'attack': 66, 'defense': 68, 'special-attack': 81, 'special-defense': 76, 'speed': 50}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/394.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/394.png
395,empoleon,17,845,"['water', 'steel']","['torrent', 'competitive']","{'hp': 84, 'attack': 86, 'defense': 88, 'special-attack': 111, 'special-defense': 101, 'speed': 60}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/395.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/395.png
396,starly,3,20,"['normal', 'flying']","['keen-eye', 'reckless']","{'hp': 40, 'attack': 55, 'defense': 30, 'special-attack': 30, 'special-defense': 30, 'speed': 60}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/396.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/396.png
397,staravia,6,155,"['normal', 'flying']","['intimidate', 'reckless']","{'hp': 55, 'attack': 75, 'defense': 50, 'special-attack': 40, 'special-defense': 40, 'speed': 80}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/397.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/397.png
398,staraptor,12,249,"['normal', 'flying']","['intimidate', 'reckless']","{'hp': 85, 'attack': 120, 'defense': 70, 'special-attack': 50, 'special-defense': 60, 'speed': 100}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/398.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/398.png
399,bidoof,5,200,['normal'],"['simple', 'unaware', 'moody']","{'hp': 59, 'attack': 45, 'defense': 40, 'special-attack': 35, 'special-defense': 40, 'speed': 31}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/399.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/399.png
400,bibarel,10,315,"['normal', 'water']","['simple', 'unaware', 'moody']","{'hp': 79, 'attack': 85, 'defense': 60, 'special-attack': 55, 'special-defense': 60, 'speed': 71}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/400.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/400.png
401,kricketot,3,22,['bug'],"['shed-skin', 'run-away']","{'hp': 37, 'attack': 25, 'defense': 41, 'special-attack': 25, 'special-defense': 41, 'speed': 25}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/401.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/401.png
402,kricketune,10,255,['bug'],"['swarm', 'technician']","{'hp': 77, 'attack': 85, 'defense': 51, 'special-attack': 55, 'special-defense': 51, 'speed': 65}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/402.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/402.png
403,shinx,5,95,['electric'],"['rivalry', 'intimidate', 'guts']","{'hp': 45, 'attack': 65, 'defense': 34, 'special-attack': 40, 'special-defense': 34, 'speed': 45}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/403.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/403.png
404,luxio,9,305,['electric'],"['rivalry', 'intimidate', 'guts']","{'hp': 60, 'attack': 85, 'defense': 49, 'special-attack': 60, 'special-defense': 49, 'speed': 60}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/404.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/404.png
405,luxray,14,420,['electric'],"['rivalry', 'intimidate', 'guts']","{'hp': 80, 'attack': 120, 'defense': 79, 'special-attack': 95, 'special-defense': 79, 'speed': 70}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/405.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/405.png
406,budew,2,12,"['grass', 'poison']","['natural-cure', 'poison-point', 'leaf-guard']","{'hp': 40, 'attack': 30, 'defense': 35, 'special-attack': 50, 'special-defense': 70, 'speed': 55}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/406.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/406.png
407,roserade,9,145,"['grass', 'poison']","['natural-cure', 'poison-point', 'technician']","{'hp': 60, 'attack': 70, 'defense': 65, 'special-attack': 125, 'special-defense': 105, 'speed': 90}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/407.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/407.png
408,cranidos,9,315,['rock'],"['mold-breaker', 'sheer-force']","{'hp': 67, 'attack': 125, 'defense': 40, 'special-attack': 30, 'special-defense': 30, 'speed': 58}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/408.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/408.png
409,rampardos,16,1025,['rock'],"['mold-breaker', 'sheer-force']","{'hp': 97, 'attack': 165, 'defense': 60, 'special-attack': 65, 'special-defense': 50, 'speed': 58}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/409.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/409.png
410,shieldon,5,570,"['rock', 'steel']","['sturdy', 'soundproof']","{'hp': 30, 'attack': 42, 'defense': 118, 'special-attack': 42, 'special-defense': 88, 'speed': 30}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/410.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/410.png
411,bastiodon,13,1495,"['rock', 'steel']","['sturdy', 'soundproof']","{'hp': 60, 'attack': 52, 'defense': 168, 'special-attack': 47, 'special-defense': 138, 'speed': 30}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/411.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/411.png
412,burmy,2,34,['bug'],"['shed-skin', 'overcoat']","{'hp': 40, 'attack': 29, 'defense': 45, 'special-attack': 29, 'special-defense': 45, 'speed': 36}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/412.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/412.png
413,wormadam-plant,5,65,"['bug', 'grass']","['anticipation', 'overcoat']","{'hp': 60, 'attack': 59, 'defense': 85, 'special-attack': 79, 'special-defense': 105, 'speed': 36}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/413.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/413.png
414,mothim,9,233,"['bug', 'flying']","['swarm', 'tinted-lens']","{'hp': 70, 'attack': 94, 'defense': 50, 'special-attack': 94, 'special-defense': 50, 'speed': 66}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/414.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/414.png
